이름,생년월일,휴대폰번호,연령,주민등록상 행정구역,지하철 이용횟수,버스 이용횟수,승차 Top1 행정동,승차 Top2 행정동,승차 Top3 행정동,하차 Top1 행정동,하차 Top2 행정동,하차 Top3 행정동,저소득층 여부,다자녀 여부,자녀수,이용요금,적립비율,적립금액,이용요금_올림,이용요금_내림,이용요금_반올림
이경수,1965-03-19,054-045-6449,60,경기도 안성시 금석동,31,14,서울특별시 종로구 안국동,경기도 연천군 백학면,경기도 안성시 보개면,서울특별시 용산구 문배동,경기도 남양주시 별내면,경기도 의정부시 고산동,N,N,0,85431,0.2,17086,85440.0,85430.0,85430
장영미,1986-03-14,054-770-6500,39,경기도 여주시 가남읍,24,10,경기도 김포시 대곶면,경기도 용인시 처인구 원삼면,경기도 양평군 단월면,경기도 화성시 봉담읍,경기도 이천시 신둔면,경기도 평택시 도일동,N,Y,3,14867,0.5,7434,14870.0,14860.0,14870
곽영숙,1959-03-16,043-578-4419,66,경기도 화성시 봉담읍,30,12,서울특별시 송파구 오금동,경기도 시흥시 조남동,경기도 용인시 처인구 포곡읍,경기도 김포시 대곶면,경기도 파주시 광탄면,경기도 연천군 군남면,N,Y,3,42742,0.5,21371,42750.0,42740.0,42740
홍현우,1945-12-13,051-722-6102,80,서울특별시 강서구 내발산동,28,11,경기도 연천군 왕징면,경기도 안성시 일죽면,경기도 안양시 동안구 비산동,경기도 여주시 대신면,서울특별시 성북구 돈암동,서울특별시 서초구 서초동,Y,N,0,32292,0.53,17115,32300.0,32290.0,32290
박지혜,1951-05-29,02-2546-8856,74,경기도 여주시 대신면,27,11,경기도 성남시 분당구 구미동,경기도 평택시 도일동,서울특별시 금천구 가산동,경기도 안성시 일죽면,경기도 파주시 월롱면,경기도 파주시 신촌동,N,Y,2,313105,0.3,93932,313110.0,313100.0,313100
김영일,1967-01-29,033-055-2042,58,경기도 화성시 팔탄면,32,7,경기도 이천시 호법면,경기도 평택시 안중읍,경기도 광주시 초월읍,경기도 화성시 배양동,경기도 화성시 팔탄면,경기도 안성시 금광면,N,N,0,163927,0.2,32785,163930.0,163920.0,163930
박지현,1986-07-10,044-959-7701,39,경기도 오산시 수청동,22,10,경기도 김포시 구래동,경기도 화성시 남양읍,경기도 포천시 가산면,서울특별시 영등포구,경기도 양평군 양서면,경기도 안성시 미양면,Y,N,0,325707,0.53,172625,325710.0,325700.0,325710
송현우,1942-05-18,044-366-1143,83,경기도 양평군 용문면,28,6,경기도 양평군 용문면,경기도 화성시 병점동,경기도 이천시 부발읍,경기도 파주시 광탄면,경기도 용인시 처인구 백암면,서울특별시 종로구 창신동,N,Y,2,952594,0.3,285778,952600.0,952590.0,952590
이재현,1988-05-13,061-086-5710,37,경기도 과천시 주암동,24,8,서울특별시 성북구 삼선동5가,서울특별시 중구 신당동,경기도 양주시 어둔동,경기도 포천시 일동면,경기도 이천시 단월동,경기도 양평군 지평면,N,Y,2,153500,0.3,46050,153500.0,153500.0,153500
배미경,1962-03-19,062-272-5174,63,서울특별시 성동구 성수동1가,27,8,경기도 부천시 원미구 약대동,경기도 김포시 북변동,경기도 수원시 팔달구 매산로1가,경기도 수원시 영통구 신동,경기도 용인시 처인구 양지면,경기도 여주시 강천면,N,N,0,611495,0.2,122299,611500.0,611490.0,611500
김지원,2006-03-26,011-844-0580,19,경기도 화성시 팔탄면,40,11,경기도 여주시 매룡동,경기도 화성시 남양읍,서울특별시 서대문구 홍은동,경기도 가평군 청평면,경기도 안성시 서운면,경기도 포천시 가산면,N,N,0,19302,0.3,5791,19310.0,19300.0,19300
김명숙,1948-07-22,063-031-6693,77,경기도 평택시 현덕면,22,8,경기도 안성시 미양면,경기도 화성시 향남읍,서울특별시 도봉구 도봉동,경기도 용인시 처인구 원삼면,경기도 고양시 덕양구 도내동,경기도 여주시 강천면,N,N,0,23427,0.2,4685,23430.0,23420.0,23430
김영숙,2001-10-18,032-408-9238,24,경기도 포천시 창수면,27,9,경기도 광주시 양벌동,경기도 연천군 연천읍,서울특별시 성동구 상왕십리동,경기도 수원시 장안구,경기도 안성시 양성면,경기도 군포시 당동,N,Y,2,131170,0.3,39351,131170.0,131170.0,131170
최현지,1979-02-20,043-551-9270,46,서울특별시 서대문구 충정로2가,30,10,경기도 남양주시 평내동,경기도 남양주시 화도읍,서울특별시 중구 주교동,서울특별시 중구 장충동2가,경기도 양주시 남면,경기도 화성시 봉담읍,N,Y,3,25634,0.5,12817,25640.0,25630.0,25630
김영자,1982-03-29,061-326-3444,43,경기도 용인시 처인구 원삼면,26,15,경기도 양평군 개군면,경기도 용인시 처인구 양지면,경기도 용인시,경기도 이천시 모가면,서울특별시 종로구 필운동,경기도 평택시 현덕면,N,Y,3,466407,0.5,233204,466410.0,466400.0,466410
이영숙,1936-02-15,064-702-6835,89,경기도 양평군 양동면,19,11,경기도 양평군 단월면,경기도 포천시 가산면,경기도 연천군 백학면,경기도 파주시 조리읍,서울특별시 강서구 마곡동,경기도 성남시 중원구 하대원동,N,N,0,133124,0.2,26625,133130.0,133120.0,133120
김미경,1955-12-14,033-588-3989,70,경기도 화성시 서신면,26,10,경기도 남양주시 수동면,경기도 양평군 개군면,서울특별시 성동구 송정동,경기도 화성시 남양읍,경기도 화성시 봉담읍,경기도 성남시 수정구 사송동,N,N,0,398574,0.2,79715,398580.0,398570.0,398570
이민서,1988-11-28,061-041-6029,37,서울특별시 종로구 종로3가,24,7,경기도 양주시 광적면,서울특별시 중구 무교동,경기도 양평군 양동면,경기도 부천시 소사구 괴안동,서울특별시 노원구 하계동,경기도 시흥시 능곡동,N,N,0,46970,0.2,9394,46970.0,46970.0,46970
박미영,1966-06-02,062-002-8620,59,서울특별시 성북구 보문동6가,26,13,경기도 안성시 대덕면,서울특별시 종로구 운니동,경기도 가평군 상면,경기도 연천군 중면,경기도 이천시 마장면,경기도 동두천시 상패동,N,N,0,201370,0.2,40274,201370.0,201370.0,201370
김준서,1965-08-26,054-116-5164,60,경기도 안성시 신모산동,32,3,경기도 화성시 팔탄면,경기도 화성시 향남읍,경기도 포천시 가산면,경기도 화성시 마도면,경기도 평택시 오성면,서울특별시 동작구 노량진동,N,N,0,59732,0.2,11946,59740.0,59730.0,59730
한민지,1996-05-29,018-049-8919,29,경기도 용인시 처인구 이동읍,30,14,경기도 고양시 덕양구 벽제동,경기도 파주시 적성면,경기도 양평군 용문면,서울특별시 은평구,경기도 수원시 팔달구 영동,경기도 양평군 청운면,N,N,0,155507,0.3,46652,155510.0,155500.0,155510
박성진,1958-03-28,031-258-7084,67,경기도 파주시 적성면,43,6,경기도 용인시 처인구 백암면,경기도 여주시 흥천면,경기도 용인시 처인구 양지면,경기도 양평군 개군면,서울특별시 성동구 마장동,경기도 용인시 처인구 남사읍,N,N,0,383988,0.2,76798,383990.0,383980.0,383990
최춘자,1997-08-05,018-906-4904,28,경기도 수원시 장안구 율전동,26,5,서울특별시 송파구 거여동,경기도 양평군 양평읍,경기도 고양시 덕양구 덕은동,경기도 용인시 처인구 양지면,서울특별시 광진구 능동,경기도 하남시 덕풍동,Y,Y,2,63835,0.53,33833,63840.0,63830.0,63840
김종수,1961-06-30,018-417-6739,64,경기도 수원시 영통구 이의동,30,10,서울특별시 마포구 신정동,경기도 화성시 우정읍,경기도 안성시 원곡면,서울특별시 강동구 암사동,서울특별시 영등포구 당산동5가,경기도 안성시 대덕면,N,Y,2,120638,0.3,36191,120640.0,120630.0,120640
이지연,1952-11-09,053-695-4543,73,경기도 고양시 일산서구 구산동,21,7,경기도 양주시 은현면,경기도 양주시 장흥면,경기도 화성시 서신면,경기도 안성시 양성면,경기도 김포시 월곶면,경기도 화성시 마도면,N,N,0,136678,0.2,27336,136680.0,136670.0,136680
이정순,1964-07-13,043-604-5759,61,서울특별시 강남구 자곡동,32,11,경기도 포천시 창수면,경기도 화성시 서신면,경기도 오산시 궐동,경기도 평택시 장안동,경기도 안성시 삼죽면,경기도 이천시 장호원읍,N,N,0,182224,0.2,36445,182230.0,182220.0,182220
이정식,1981-07-12,031-239-1444,44,경기도 양주시 광사동,27,10,경기도 양평군 양동면,경기도 양주시 은현면,경기도 광주시 고산동,서울특별시 강동구 명일동,경기도 용인시 처인구 백암면,경기도 가평군 가평읍,N,Y,2,304421,0.3,91326,304430.0,304420.0,304420
김준호,1947-10-16,041-087-1476,78,경기도 화성시 우정읍,28,9,경기도 고양시 덕양구 용두동,경기도 연천군 신서면,경기도 가평군 상면,경기도 화성시 정남면,경기도 화성시 향남읍,서울특별시 종로구 통인동,Y,N,0,24592,0.53,13034,24600.0,24590.0,24590
김준호,1958-03-31,063-317-0401,67,경기도 고양시 일산동구,38,10,서울특별시 용산구 효창동,서울특별시 성북구 석관동,경기도 연천군 전곡읍,경기도 평택시 청북읍,경기도 연천군 왕징면,경기도 광주시 도척면,N,N,0,145501,0.2,29100,145510.0,145500.0,145500
서종수,1976-11-06,032-488-7925,49,경기도 양주시 은현면,32,11,경기도 양평군 옥천면,경기도 화성시 우정읍,경기도 파주시 파주읍,서울특별시 종로구 청운동,경기도 양평군 용문면,경기도 화성시 서신면,N,N,0,29049,0.2,5810,29050.0,29040.0,29050
박지은,1975-08-15,044-060-4163,50,경기도 평택시 팽성읍,34,9,경기도 여주시 금사면,경기도 안성시 원곡면,경기도 부천시 원미구 춘의동,경기도 광명시 가학동,경기도 양주시 백석읍,경기도 광주시 남한산성면,N,N,0,37803,0.2,7561,37810.0,37800.0,37800
김지후,2001-07-22,043-929-3107,24,경기도 연천군 백학면,22,8,경기도 광주시 곤지암읍,경기도 여주시 오학동,서울특별시 종로구 종로4가,경기도 연천군 왕징면,경기도 파주시 탄현면,경기도 파주시 월롱면,N,Y,3,128277,0.5,64138,128280.0,128270.0,128280
최아름,1996-11-20,042-698-8990,29,경기도 시흥시 무지내동,35,8,경기도 파주시 탄현면,서울특별시 성동구 응봉동,경기도 양평군 용문면,경기도 용인시 처인구 남사읍,경기도 고양시 일산동구,경기도 포천시 화현면,N,N,0,16462,0.3,4939,16470.0,16460.0,16460
박영자,1950-09-15,041-603-7795,75,경기도 남양주시,43,11,경기도 파주시 진동면,경기도 연천군 중면,서울특별시 구로구 구로동,경기도 용인시 처인구 백암면,경기도 수원시 장안구 송죽동,경기도 양평군 청운면,N,N,0,17335,0.2,3467,17340.0,17330.0,17340
김도현,1936-01-10,043-455-6930,89,경기도 하남시 배알미동,25,11,경기도 평택시 합정동,경기도 화성시 안녕동,경기도 안성시 중리동,경기도 김포시 하성면,경기도 파주시 조리읍,경기도 안성시 죽산면,N,N,0,37454,0.2,7491,37460.0,37450.0,37450
구은정,1956-10-19,070-0383-3187,69,서울특별시 강서구 방화동,24,14,경기도 가평군 북면,경기도 화성시 금곡동,경기도 광명시,경기도 이천시 율면,경기도 연천군 왕징면,경기도 화성시 우정읍,N,N,0,121237,0.2,24247,121240.0,121230.0,121240
김준영,1949-02-05,02-8492-4396,76,경기도 여주시 세종대왕면,33,9,경기도 양평군 양동면,경기도 여주시 세종대왕면,서울특별시 중구 을지로6가,경기도 용인시 기흥구 청덕동,경기도 화성시 봉담읍,경기도 연천군 미산면,N,N,0,38381,0.2,7676,38390.0,38380.0,38380
김옥자,1941-06-19,043-740-8076,84,경기도 평택시 도일동,25,9,경기도 포천시 자작동,경기도 가평군 가평읍,경기도 파주시 문산읍,경기도 연천군 전곡읍,경기도 안성시 보개면,경기도 포천시 이동면,N,Y,3,90242,0.5,45121,90250.0,90240.0,90240
윤영숙,1961-06-02,031-529-4192,64,경기도 연천군 백학면,35,8,경기도 연천군 중면,경기도 파주시 장단면,경기도 시흥시 광석동,경기도 양평군 단월면,서울특별시 마포구 신수동,경기도 가평군 상면,N,N,0,384888,0.2,76978,384890.0,384880.0,384890
이영수,1951-04-16,055-158-2490,74,경기도 화성시 남양읍,36,9,경기도 평택시 서탄면,경기도 연천군 미산면,경기도 수원시 장안구,경기도 파주시 동패동,서울특별시 용산구 한강로1가,경기도 의왕시 포일동,N,N,0,497652,0.2,99530,497660.0,497650.0,497650
이서현,1987-03-04,042-886-0668,38,경기도 광주시 직동,35,8,경기도 광명시 철산동,경기도 의정부시 용현동,경기도 여주시 가남읍,경기도 화성시 서신면,서울특별시 영등포구 문래동2가,서울특별시 영등포구 문래동4가,Y,N,0,152776,0.53,80971,152780.0,152770.0,152780
이아름,2000-01-11,062-217-1537,25,경기도 양주시 광적면,35,11,경기도 이천시 율면,경기도 포천시 군내면,서울특별시 동대문구 제기동,경기도 이천시 모가면,경기도 용인시 처인구 유방동,경기도 가평군 가평읍,N,N,0,834096,0.3,250229,834100.0,834090.0,834100
최영수,1950-10-09,062-340-0254,75,경기도 연천군 신서면,28,9,서울특별시 구로구 오류동,경기도 하남시 상산곡동,경기도 광주시 문형동,경기도 수원시 권선구 오목천동,경기도 평택시 오성면,경기도 안성시 금광면,N,N,0,231835,0.2,46367,231840.0,231830.0,231840
강지민,1935-01-23,061-977-4165,90,경기도 파주시 적성면,30,13,경기도 하남시 초일동,경기도 양평군 서종면,경기도 평택시 고덕면,경기도 수원시 영통구,경기도 화성시 마도면,경기도 여주시 산북면,Y,N,0,27546,0.53,14599,27550.0,27540.0,27550
안민지,1973-05-11,032-112-0427,52,서울특별시 강남구,26,16,경기도 이천시 모가면,경기도 광명시 소하동,경기도 연천군 신서면,경기도 가평군,경기도 화성시 정남면,경기도 수원시 팔달구 남수동,N,N,0,255058,0.2,51012,255060.0,255050.0,255060
정채원,1951-06-29,053-859-9717,74,서울특별시 강서구 가양동,40,12,경기도 연천군 백학면,경기도 용인시 처인구 해곡동,경기도 이천시 마장면,경기도 고양시 일산동구 장항동,서울특별시 용산구 주성동,경기도 평택시 안중읍,N,Y,3,207282,0.5,103641,207290.0,207280.0,207280
박상호,1999-02-05,011-644-4480,26,경기도 남양주시 화도읍,14,8,서울특별시 서대문구 미근동,경기도 파주시 문발동,경기도 파주시 장단면,경기도 동두천시 지행동,경기도 안성시 서운면,경기도 양평군 양동면,N,N,0,380287,0.3,114086,380290.0,380280.0,380290
최경수,1959-11-16,051-445-7038,66,서울특별시 강동구 명일동,30,13,경기도 김포시 통진읍,경기도 파주시 적성면,서울특별시 동작구 사당동,경기도 안성시 공도읍,서울특별시 구로구 가리봉동,서울특별시 종로구 소격동,N,Y,2,131884,0.3,39565,131890.0,131880.0,131880
김채원,1962-08-19,064-792-9581,63,서울특별시 영등포구 영등포동2가,19,12,경기도 안성시 공도읍,경기도 여주시 대신면,경기도 이천시 모가면,경기도 여주시 산북면,경기도 평택시 서탄면,서울특별시 종로구 인의동,N,N,0,168302,0.2,33660,168310.0,168300.0,168300
김은서,1949-12-05,051-757-7223,76,경기도 연천군 백학면,30,15,경기도 광주시 퇴촌면,경기도 안성시 금광면,경기도 양주시 광적면,서울특별시 종로구 평동,경기도 평택시 진위면,경기도 파주시 진서면,N,N,0,95243,0.2,19049,95250.0,95240.0,95240
