이름,생년월일,휴대폰번호,연령,주민등록상 행정구역,지하철 이용횟수,버스 이용횟수,승차 Top1 행정동,승차 Top2 행정동,승차 Top3 행정동,하차 Top1 행정동,하차 Top2 행정동,하차 Top3 행정동,저소득층 여부,다자녀 여부,자녀수,이용요금,적립비율,적립금액
손성훈,1953-07-20,070-0868-0509,72,경기도 수원시 팔달구 매산로2가,30,10,경기도 평택시 죽백동,경기도 화성시 송산면,경기도 양평군 양평읍,서울특별시 용산구 한강로1가,경기도 안성시 양성면,경기도 양주시 고읍동,N,N,0,17879,0.2,3576
김예준,1935-03-19,053-078-0834,90,,27,8,서울특별시 서초구 양재동,경기도 고양시 덕양구 효자동,경기도 하남시 미사동,경기도 연천군 신서면,경기도 화성시 봉담읍,경기도 파주시 광탄면,N,N,0,32890,0.2,6578
신은지,2007-05-28,051-274-2237,18,경기도 가평군 설악면,30,3,서울특별시 도봉구,경기도 여주시 흥천면,경기도 여주시 신진동,경기도 용인시 처인구 백암면,경기도 용인시 처인구 모현읍,경기도 연천군 백학면,N,N,0,40392,0.2,8078
이승현,1957-04-23,018-693-6050,68,경기도 여주시 강천면,33,7,경기도 여주시 금사면,경기도 남양주시 지금동,경기도 여주시 점동면,서울특별시 중구 순화동,경기도 안성시 금광면,경기도 구리시 토평동,N,N,0,241083,0.2,48217
문현우,1970-09-08,016-664-6565,55,경기도 양주시 광적면,28,13,경기도 군포시 부곡동,경기도 이천시 율면,경기도 남양주시 화도읍,서울특별시 용산구 보광동,경기도 부천시 소사구 송내동,경기도 여주시 흥천면,N,N,0,47077,0.2,9415
이미영,1940-09-23,016-044-5829,85,경기도 성남시 분당구 운중동,38,7,경기도 안성시 양성면,경기도 군포시 속달동,경기도 연천군 장남면,경기도 용인시 기흥구 동백동,경기도 여주시 금사면,서울특별시 종로구 필운동,N,Y,2,136128,0.3,40838
김현정,1942-05-20,052-161-5709,83,경기도 포천시 소흘읍,33,12,경기도 고양시 덕양구 대장동,서울특별시 은평구 갈현동,경기도 이천시 마장면,경기도 부천시 오정구 내동,경기도 평택시 청북읍,경기도 고양시 일산서구 법곳동,N,Y,2,214600,0.3,64380
박미경,1976-04-02,016-390-8605,49,경기도 화성시 남양읍,24,7,서울특별시 성북구 성북동1가,경기도 안성시 양성면,경기도 남양주시 조안면,경기도 연천군 청산면,경기도 양평군 양동면,경기도 연천군 미산면,N,N,0,151437,0.2,30287
장중수,1993-08-15,033-875-9286,32,경기도 안성시 미양면,26,10,서울특별시 서대문구 미근동,경기도 화성시 정남면,경기도 시흥시 논곡동,경기도 화성시 매송면,경기도 평택시 청북읍,경기도 고양시 덕양구 용두동,N,N,0,204895,0.3,61468
이경숙,1971-02-24,017-888-1141,54,경기도 안산시 단원구 풍도동,31,15,경기도 김포시 월곶면,경기도 성남시 수정구 둔전동,경기도 용인시 처인구 모현읍,경기도 의정부시 민락동,경기도 부천시 소사구 계수동,경기도 이천시 백사면,N,N,0,435698,0.2,87140
김채원,1976-02-02,011-030-6495,49,서울특별시 은평구,30,11,경기도 남양주시 일패동,경기도 파주시 광탄면,경기도 부천시 원미구 약대동,경기도 파주시 적성면,경기도 여주시 강천면,경기도 화성시 마도면,N,N,0,640790,0.2,128158
한민석,1999-07-05,02-3385-0972,26,서울특별시 성북구 동소문동2가,29,5,경기도 양평군 단월면,경기도 안성시 공도읍,서울특별시 마포구 하중동,서울특별시 서초구 신원동,경기도 고양시 덕양구 성사동,경기도 여주시 대신면,N,N,0,218516,0.3,65555
이진우,1977-01-18,033-398-5916,48,경기도 여주시 북내면,18,9,경기도 이천시 설성면,경기도 양평군 옥천면,경기도 김포시 월곶면,경기도 광주시 탄벌동,경기도 용인시 처인구 양지면,경기도 고양시 일산동구 장항동,Y,N,0,39209,0.53,20781
신영수,1995-03-19,054-255-4102,30,서울특별시 도봉구 창동,21,13,경기도 여주시 가남읍,경기도 화성시 영천동,경기도 양평군 서종면,경기도 파주시 월롱면,경기도 화성시 봉담읍,경기도 파주시 탄현면,N,N,0,734893,0.3,220468
김지영,1997-06-09,063-023-0157,28,경기도 양평군 청운면,33,12,서울특별시 종로구 숭인동,서울특별시 중구 북창동,경기도 평택시 팽성읍,경기도 이천시 백사면,경기도 김포시 양촌읍,경기도 수원시 장안구 송죽동,N,N,0,13811,0.3,4143
김예지,1938-02-23,032-318-7286,87,경기도 이천시 호법면,35,7,경기도 포천시 가산면,경기도 안성시 일죽면,경기도 여주시 금사면,경기도 이천시 장호원읍,경기도 평택시 진위면,경기도 여주시 가남읍,N,N,0,498300,0.2,99660
장예진,1959-01-02,054-603-2647,66,경기도 고양시 덕양구 오금동,34,8,서울특별시 중구 남대문로4가,서울특별시 성북구 종암동,경기도 수원시 팔달구 팔달로3가,서울특별시 도봉구,경기도 파주시 동패동,경기도 여주시 가남읍,N,Y,3,113981,0.5,56990
장현숙,1956-01-02,019-032-6765,69,서울특별시 중구 무학동,31,10,경기도 수원시 권선구 탑동,경기도 용인시 처인구 원삼면,경기도 양평군 강하면,경기도 평택시 신대동,서울특별시 종로구 묘동,경기도 파주시 군내면,Y,N,0,350523,0.53,185777
김은경,1956-09-24,042-715-2049,69,경기도 안산시 단원구 대부남동,37,15,경기도 부천시 오정구 오정동,경기도 광주시 경안동,서울특별시 노원구 공릉동,경기도 용인시 처인구 남사읍,경기도 부천시,경기도 안성시 구포동,N,N,0,78854,0.2,15771
이성민,2005-07-10,070-0949-3042,20,서울특별시 영등포구 당산동3가,34,12,경기도 파주시 문산읍,경기도 여주시 금사면,서울특별시 성북구 정릉동,서울특별시 용산구 원효로1가,경기도 가평군 조종면,경기도 양평군 단월면,N,Y,2,156348,0.3,46904
박재호,1947-04-29,043-933-1290,78,경기도 화성시 봉담읍,28,9,경기도 가평군 가평읍,경기도 화성시 장안면,경기도 용인시 기흥구 서천동,경기도 광주시 곤지암읍,경기도 이천시 부발읍,경기도 하남시 풍산동,N,N,0,28972,0.2,5794
최유진,1971-07-17,043-946-5938,54,경기도 군포시 산본동,32,13,경기도 이천시 부발읍,경기도 구리시,서울특별시 용산구 한강로3가,경기도 화성시 팔탄면,경기도 화성시 반월동,경기도 가평군 북면,N,N,0,446643,0.2,89329
박정희,1981-04-19,018-903-6904,44,경기도 안성시 일죽면,29,13,경기도 안양시 동안구 평촌동,경기도 이천시 장호원읍,경기도 파주시 적성면,서울특별시 동작구 대방동,경기도 남양주시 오남읍,경기도 광주시 곤지암읍,N,N,0,67593,0.2,13519
황은영,1967-03-13,044-390-3901,58,경기도 용인시 처인구 남사읍,29,8,경기도 수원시 팔달구 신풍동,경기도 파주시 법원읍,경기도 파주시 광탄면,경기도 용인시 수지구,경기도 하남시 풍산동,경기도 의왕시 포일동,N,N,0,57699,0.2,11540
박재현,1989-05-20,032-382-3218,36,경기도 평택시 팽성읍,20,12,경기도 여주시 대신면,경기도 이천시 설성면,경기도 이천시 율현동,경기도 안성시 구포동,경기도 양평군 단월면,경기도 광주시,N,N,0,111896,0.2,22379
김민석,1960-10-17,041-568-7217,65,경기도 연천군 전곡읍,21,9,경기도 동두천시 생연동,경기도 포천시 가산면,서울특별시 성북구 보문동1가,경기도 용인시 처인구 원삼면,경기도 안성시 금광면,경기도 용인시 처인구 양지면,N,N,0,86282,0.2,17256
박민서,1948-11-13,044-721-7510,77,서울특별시 마포구 망원동,36,8,경기도 연천군 왕징면,경기도 양평군 개군면,경기도 안성시 서운면,서울특별시 도봉구 도봉동,서울특별시 성동구 성수동2가,경기도 화성시 양감면,N,N,0,28144,0.2,5629
허지은,1997-10-15,031-901-4843,28,경기도 안산시 상록구 월피동,39,8,경기도 양평군 강상면,경기도 성남시 수정구 복정동,경기도 화성시 양감면,경기도 화성시 팔탄면,경기도 평택시 고덕면,경기도 시흥시 포동,N,Y,3,4729,0.5,2364
김정순,1951-09-02,019-933-2615,74,서울특별시 성북구 동소문동6가,29,11,경기도 양주시 장흥면,경기도 안산시 상록구 장하동,경기도 안성시 삼죽면,경기도 이천시 율면,경기도 가평군 상면,경기도 고양시,N,N,0,73433,0.2,14687
류예준,2006-10-18,054-705-6197,19,경기도 화성시 반송동,31,13,서울특별시 중구 오장동,경기도 시흥시 논곡동,서울특별시 중구 남대문로5가,경기도 광주시 곤지암읍,경기도 여주시 금사면,서울특별시 종로구 송월동,N,N,0,241310,0.3,72393
신승현,1981-09-06,042-541-1193,44,경기도 안성시 금광면,39,14,경기도 평택시 청북읍,서울특별시 양천구 신정동,경기도 파주시 진서면,경기도 광주시 도척면,서울특별시 구로구,경기도 파주시 진동면,N,Y,3,39742,0.5,19871
이준혁,1957-11-01,052-713-2012,68,서울특별시 중구 필동1가,39,11,경기도 평택시 현덕면,경기도 이천시 부발읍,경기도 이천시 장호원읍,경기도 이천시 신둔면,경기도 양주시 남방동,서울특별시 마포구 도화동,Y,N,0,35910,0.53,19032
박성수,1941-02-26,032-015-1355,84,경기도 양주시 덕정동,28,11,서울특별시 중구 남대문로3가,경기도 남양주시 진접읍,경기도 평택시 진위면,경기도 양주시 백석읍,경기도 화성시 매송면,경기도 화성시 남양읍,N,N,0,144115,0.2,28823
김은서,1989-03-23,064-726-5792,36,경기도 안성시 일죽면,29,7,경기도 안성시 보개면,경기도 여주시 가남읍,경기도 포천시 일동면,서울특별시 중구 남대문로4가,경기도 연천군 중면,경기도 포천시 일동면,N,N,0,211224,0.2,42245
김옥자,1964-05-19,051-640-7730,61,경기도 광주시 곤지암읍,34,10,경기도 여주시 산북면,서울특별시 종로구 종로4가,경기도 고양시 덕양구 행주외동,경기도 김포시 통진읍,경기도 파주시 적성면,경기도 가평군 북면,N,N,0,821171,0.2,164234
김정웅,1956-05-15,051-916-1995,69,경기도 포천시 영중면,27,8,서울특별시 종로구 경운동,경기도 포천시 창수면,경기도 이천시 부발읍,경기도 고양시 일산서구,경기도 포천시 일동면,서울특별시 용산구 동자동,N,N,0,16516,0.2,3303
김예은,1937-04-03,041-497-7753,88,경기도 화성시 진안동,25,9,서울특별시 성북구 보문동5가,경기도 김포시 구래동,경기도 여주시 천송동,경기도 화성시 송산면,경기도 광주시 중대동,경기도 연천군 신서면,N,N,0,118097,0.2,23619
이영식,1990-10-16,033-419-4897,35,경기도 용인시 처인구 원삼면,34,7,경기도 안성시 양성면,경기도 연천군 장남면,경기도 용인시 처인구 모현읍,경기도 광주시 목현동,경기도 동두천시 하봉암동,경기도 수원시 장안구 조원동,Y,N,0,657342,0.53,348391
임지현,1991-03-25,063-588-6282,34,경기도 하남시 덕풍동,49,15,경기도 이천시 백사면,경기도 안성시 보개면,서울특별시 종로구 송현동,경기도 화성시 정남면,경기도 하남시 천현동,서울특별시 종로구 종로5가,N,N,0,195459,0.3,58638
김성수,1947-08-17,010-6455-4106,78,서울특별시 강서구 등촌동,25,12,경기도 화성시 봉담읍,경기도 광주시 초월읍,서울특별시 동작구 흑석동,경기도 군포시 도마교동,경기도 평택시 팽성읍,경기도 양평군 청운면,N,Y,3,199424,0.5,99712
김정숙,2005-05-20,016-219-2673,20,경기도 김포시 하성면,35,10,경기도 화성시 팔탄면,경기도 평택시 고덕면,경기도 부천시 원미구 심곡동,경기도 안산시 상록구 양상동,경기도 가평군 상면,경기도 안성시 죽산면,N,N,0,434785,0.3,130436
김영일,1949-04-08,064-715-9243,76,경기도 평택시 서탄면,24,4,경기도 남양주시 진접읍,경기도 여주시 단현동,경기도 용인시 기흥구 중동,서울특별시 종로구 연건동,경기도 양주시 은현면,경기도 남양주시 진건읍,N,N,0,78768,0.2,15754
최영호,1974-08-17,033-406-0159,51,서울특별시 성북구 안암동2가,23,8,경기도 시흥시 금이동,서울특별시 종로구 돈의동,경기도 김포시 하성면,경기도 파주시 월롱면,서울특별시 용산구 서빙고동,경기도 남양주시 수동면,Y,N,0,150646,0.53,79842
이지우,1969-03-08,031-265-7600,56,서울특별시 영등포구 당산동6가,39,6,경기도 안성시 미양면,서울특별시 종로구 창성동,경기도 용인시 처인구 원삼면,경기도 연천군 전곡읍,경기도 용인시 처인구 양지면,경기도 양평군 강상면,N,Y,3,119785,0.5,59892
김지후,1946-01-25,062-506-5276,79,경기도 양평군 강하면,34,19,서울특별시 광진구,경기도 화성시 마도면,경기도 안성시 보개면,경기도 용인시 기흥구 중동,경기도 이천시 마장면,경기도 하남시 하사창동,N,N,0,79372,0.2,15874
박종수,1991-06-08,063-835-6079,34,서울특별시 용산구 용산동4가,34,15,서울특별시 성북구 장위동,경기도 의정부시 신곡동,경기도 안성시 죽산면,경기도 포천시 자작동,서울특별시 마포구 당인동,경기도 광주시 남한산성면,Y,N,0,406840,0.53,215625
김성민,1952-03-19,043-489-4622,73,경기도 가평군 북면,29,14,경기도 양평군 개군면,경기도 연천군 군남면,경기도 여주시 상동,경기도 화성시 장안면,경기도 화성시 우정읍,경기도 고양시 덕양구 주교동,N,N,0,102860,0.2,20572
신미정,1972-08-13,017-281-0489,53,경기도 안성시 보개면,22,7,서울특별시 중구 흥인동,서울특별시 영등포구 당산동,경기도 평택시 청북읍,경기도 양평군 양서면,경기도 과천시 막계동,서울특별시 종로구 묘동,N,Y,2,28877,0.3,8663
박은정,1936-02-18,044-342-2766,89,경기도 성남시 중원구 중앙동,33,12,경기도 김포시 대곶면,경기도 포천시 관인면,경기도 화성시 황계동,서울특별시 중구 주교동,경기도 여주시 세종대왕면,경기도 파주시 법원읍,N,Y,3,31986,0.5,15993
배지아,2006-12-10,064-730-6657,19,경기도 양평군 청운면,27,8,경기도 양평군 개군면,경기도 화성시 양감면,경기도 연천군 군남면,경기도 시흥시 화정동,서울특별시 종로구 삼청동,경기도 양주시 남면,N,N,0,23084,0.3,6925
진지영,2003-08-01,055-969-1083,22,서울특별시 성동구 도선동,33,9,경기도 화성시 반월동,경기도 화성시 반송동,경기도 시흥시 능곡동,경기도 안산시 상록구 사사동,경기도 평택시 청북읍,경기도 용인시 처인구 모현읍,Y,N,0,259310,0.53,137434
