이름,생년월일,휴대폰번호,연령,주민등록상 행정구역,지하철 이용횟수,버스 이용횟수,승차 Top1 행정동,승차 Top2 행정동,승차 Top3 행정동,하차 Top1 행정동,하차 Top2 행정동,하차 Top3 행정동,저소득층 여부,다자녀 여부,자녀수,이용요금,적립비율,적립금액,휴대폰번호_마스킹
고순자,1961-09-17,011-579-7681,64,경기도 연천군 백학면,26,8,경기도 파주시 탄현면,경기도 연천군 왕징면,경기도 가평군 상면,경기도 김포시 대곶면,서울특별시 마포구 성산동,경기도 광주시 초월읍,N,N,0,551,0.2,110,011-***-7681
김영철,1957-06-25,054-192-5456,68,경기도 광주시 곤지암읍,31,12,경기도 이천시 백사면,경기도 양평군 용문면,경기도 여주시 세종대왕면,경기도 평택시,경기도 양평군 용문면,경기도 의왕시 삼동,N,Y,3,256333,0.5,128166,054-***-5456
송주원,1956-12-05,018-378-4382,69,서울특별시 종로구 소격동,28,10,경기도 안성시 중리동,경기도 포천시 신북면,경기도 파주시 맥금동,경기도 포천시 신북면,서울특별시 종로구 세종로,경기도 연천군 연천읍,N,N,0,34860,0.2,6972,018-***-4382
이경숙,1979-01-17,031-588-9667,46,서울특별시 강남구 자곡동,25,14,경기도 이천시 장록동,경기도 연천군 백학면,경기도 평택시 신장동,경기도 용인시 처인구 모현읍,경기도 안성시 인지동,경기도 안성시 금광면,N,Y,2,38918,0.3,11675,031-***-9667
이윤서,1951-04-30,063-283-2289,74,경기도 광주시 남종면,28,6,경기도 광주시 퇴촌면,경기도 여주시 세종대왕면,경기도 화성시 송산면,서울특별시 은평구 불광동,경기도 시흥시 배곧동,경기도 하남시 배알미동,N,N,0,147894,0.2,29579,063-***-2289
서영호,1973-05-07,062-795-6693,52,경기도 안양시 만안구,34,13,경기도 수원시 팔달구 매산로3가,경기도 광주시 양벌동,경기도 오산시 청호동,경기도 여주시 북내면,경기도 남양주시 화도읍,경기도 안성시 공도읍,N,N,0,69670,0.2,13934,062-***-6693
김숙자,1960-04-18,010-7530-0891,65,서울특별시 종로구 소격동,30,7,경기도 김포시 월곶면,서울특별시 중구 광희동1가,경기도 남양주시 화도읍,경기도 화성시 반송동,경기도 이천시 중리동,서울특별시 종로구 사간동,N,N,0,28358,0.2,5672,010-****-0891
박수빈,1938-10-07,051-853-9398,87,서울특별시 송파구 오금동,29,12,서울특별시 서초구 서초동,경기도 연천군 군남면,경기도 화성시 황계동,경기도 연천군 신서면,경기도 양평군 양평읍,경기도 성남시 분당구 수내동,N,N,0,38012,0.2,7602,051-***-9398
김수빈,1935-07-27,054-236-5466,90,경기도 파주시 문산읍,27,10,서울특별시 성북구 삼선동1가,경기도 성남시 수정구 사송동,경기도 안성시 보개면,경기도 양주시 광적면,경기도 남양주시 진건읍,경기도 부천시 오정구 내동,N,N,0,453724,0.2,90745,054-***-5466
심미경,1992-10-03,051-310-2560,33,서울특별시 서초구 서초동,37,7,경기도 포천시 가산면,서울특별시 마포구 성산동,경기도 파주시 다율동,경기도 파주시 교하동,경기도 용인시 처인구 원삼면,경기도 가평군 상면,N,N,0,233247,0.3,69974,051-***-2560
이영자,2002-11-02,043-822-0151,23,경기도 고양시 일산동구 풍동,31,10,경기도 화성시 서신면,경기도 양평군 강상면,경기도 안성시 서운면,경기도 여주시 금사면,경기도 파주시 광탄면,서울특별시 송파구 장지동,N,N,0,31905,0.3,9572,043-***-0151
백정훈,2004-04-23,019-378-5466,21,경기도 가평군 조종면,24,9,경기도 양주시 남면,경기도 안성시 죽산면,경기도 안성시 보개면,경기도 여주시 점동면,경기도 이천시 백사면,경기도 오산시 가수동,N,N,0,310336,0.3,93101,019-***-5466
홍수빈,1995-10-27,031-329-4787,30,경기도 연천군 연천읍,39,4,경기도 부천시 오정구 삼정동,경기도 평택시 고덕면,경기도 부천시 소사구 송내동,경기도 안성시 고삼면,경기도 이천시 안흥동,경기도 광주시 경안동,Y,N,0,596685,0.53,316243,031-***-4787
백정수,1971-11-18,055-499-6416,54,경기도 하남시 미사동,24,10,경기도 부천시 오정구 내동,서울특별시 강남구 세곡동,경기도 안성시 죽산면,서울특별시 용산구 용산동3가,경기도 용인시 기흥구 언남동,서울특별시 종로구 신문로1가,N,Y,3,20454,0.5,10227,055-***-6416
한승현,1983-12-14,010-5351-6846,42,경기도 김포시 고촌읍,31,16,경기도 화성시 반정동,경기도 수원시 팔달구 신풍동,경기도 연천군 연천읍,경기도 연천군 장남면,경기도 김포시 월곶면,경기도 여주시 가남읍,Y,N,0,234717,0.53,124400,010-****-6846
김아름,1958-10-04,042-713-0048,67,경기도 광주시 경안동,40,13,서울특별시 금천구 가산동,경기도 포천시 신북면,경기도 용인시 처인구 양지면,경기도 여주시 점동면,경기도 여주시 금사면,경기도 양평군 개군면,N,N,0,59597,0.2,11919,042-***-0048
최지현,1936-01-10,041-065-6268,89,경기도 연천군 신서면,33,10,경기도 가평군 가평읍,경기도 화성시 남양읍,서울특별시 마포구 노고산동,서울특별시 서초구 방배동,경기도 고양시 덕양구 화정동,경기도 양평군 개군면,N,Y,2,146011,0.3,43803,041-***-6268
이영철,1969-03-24,019-842-5071,56,경기도 가평군 가평읍,31,4,서울특별시 종로구 이화동,경기도 연천군 백학면,경기도 안산시 상록구 수암동,경기도 부천시 원미구 도당동,서울특별시 중구 신당동,경기도 여주시 금사면,N,N,0,49325,0.2,9865,019-***-5071
이정남,1950-10-31,051-595-1418,75,서울특별시 용산구 신계동,31,7,서울특별시 중구 남산동2가,경기도 파주시 법원읍,경기도 평택시 오성면,경기도 평택시 평택동,경기도 연천군 군남면,경기도 평택시 고덕면,N,Y,3,29195,0.5,14598,051-***-1418
이영자,1963-05-06,031-912-6271,62,서울특별시 동대문구 용두동,26,9,경기도 파주시 문산읍,경기도 용인시 처인구 남사읍,경기도 오산시 두곡동,경기도 김포시 대곶면,서울특별시 강서구,서울특별시 중구 회현동3가,N,Y,3,152047,0.5,76024,031-***-6271
문준호,1945-10-30,041-678-2923,80,경기도 화성시 우정읍,32,9,경기도 시흥시 도창동,경기도 수원시 권선구 탑동,경기도 양평군 양동면,서울특별시 종로구 장사동,경기도 김포시 하성면,서울특별시 영등포구 양평동6가,N,N,0,337842,0.2,67568,041-***-2923
김예준,1972-04-08,031-136-0425,53,경기도 화성시 봉담읍,30,9,경기도 안성시 금산동,경기도 양평군 개군면,경기도 화성시 비봉면,경기도 남양주시 화도읍,경기도 남양주시 수동면,경기도 용인시 처인구 이동읍,Y,N,0,639437,0.53,338902,031-***-0425
김순자,1937-03-15,011-310-1934,88,서울특별시 중구 남대문로4가,33,14,경기도 용인시 처인구 남사읍,경기도 파주시 월롱면,서울특별시 강서구 염창동,경기도 안성시 공도읍,경기도 이천시 모가면,경기도 여주시 점동면,N,N,0,314165,0.2,62833,011-***-1934
이하윤,1965-09-12,019-740-4540,60,경기도 여주시 하거동,23,12,경기도 화성시 반정동,경기도 평택시 포승읍,경기도 광주시 목현동,경기도 이천시 모가면,경기도 연천군 신서면,경기도 포천시 관인면,N,N,0,57170,0.2,11434,019-***-4540
최상현,1997-12-27,017-714-7798,28,경기도 이천시 모가면,31,16,경기도 광주시 초월읍,서울특별시 중구 광희동1가,경기도 화성시 오산동,서울특별시 강서구 오곡동,서울특별시 용산구 효창동,경기도 포천시 이동면,N,Y,2,192471,0.3,57741,017-***-7798
임주원,2005-12-29,02-4713-1243,20,경기도 화성시 비봉면,24,14,경기도 여주시 세종대왕면,경기도 오산시 벌음동,경기도 양주시 은현면,경기도 연천군 청산면,경기도 성남시 분당구 백현동,경기도 연천군 왕징면,N,N,0,27889,0.3,8367,02-4***-1243
서현우,1937-02-09,053-148-7607,88,경기도 안성시 보개면,36,12,경기도 이천시 대월면,서울특별시 성동구 성수동2가,경기도 연천군 신서면,경기도 안성시 신소현동,서울특별시 서대문구 옥천동,경기도 안양시 동안구 호계동,N,N,0,100913,0.2,20183,053-***-7607
박영철,1989-11-13,052-763-5438,36,경기도 남양주시 조안면,38,14,경기도 고양시 일산서구 구산동,경기도 광주시 퇴촌면,서울특별시 구로구 항동,경기도 안성시 대덕면,경기도 여주시 흥천면,경기도 평택시 고덕면,Y,N,0,30550,0.53,16192,052-***-5438
장예은,1949-12-12,064-747-9644,76,경기도 가평군 설악면,23,9,서울특별시 서대문구 미근동,경기도 가평군 설악면,경기도 남양주시 오남읍,경기도 부천시 소사구 계수동,경기도 여주시 점동면,경기도 오산시 수청동,N,N,0,279799,0.2,55960,064-***-9644
이영미,1937-04-28,042-763-6578,88,경기도 시흥시 장곡동,30,14,경기도 이천시 장호원읍,경기도 김포시 대곶면,경기도 부천시 원미구 도당동,경기도 광주시 삼동,경기도 포천시 군내면,경기도 여주시 흥천면,N,Y,2,30749,0.3,9225,042-***-6578
윤유진,2003-08-03,043-232-2447,22,서울특별시 은평구 구산동,27,11,경기도 연천군 왕징면,경기도 포천시 내촌면,경기도 연천군 왕징면,경기도 광주시 퇴촌면,경기도 평택시 고덕동,서울특별시 중구 묵정동,N,N,0,256846,0.3,77054,043-***-2447
김상철,1989-10-28,054-398-7986,36,경기도 용인시 처인구 모현읍,30,7,경기도 화성시 우정읍,경기도 양주시 옥정동,경기도 평택시 고덕면,경기도 성남시 수정구 신흥동,서울특별시 용산구 신계동,서울특별시 종로구 종로3가,N,Y,3,20337,0.5,10168,054-***-7986
김정숙,1990-12-12,051-767-6542,35,경기도 용인시 처인구 원삼면,28,14,서울특별시 영등포구 문래동3가,경기도 용인시 처인구 이동읍,경기도 연천군 연천읍,경기도 파주시 적성면,경기도 가평군 청평면,경기도 안성시 대덕면,N,N,0,149028,0.2,29806,051-***-6542
김승현,1955-06-02,02-7636-2304,70,서울특별시 중구 장충동1가,39,12,서울특별시 강동구,경기도 광주시 곤지암읍,서울특별시 용산구 용문동,서울특별시 송파구 오금동,경기도 광주시 문형동,경기도 광주시 남종면,N,N,0,43951,0.2,8790,02-7***-2304
양영희,1962-08-24,070-1616-5089,63,경기도 파주시 군내면,26,8,경기도 파주시 군내면,경기도 남양주시 진건읍,서울특별시 성북구 보문동3가,경기도 여주시 북내면,경기도 남양주시 수동면,경기도 양평군 청운면,N,Y,3,30616,0.5,15308,070-****-5089
최아름,1966-09-08,061-675-2360,59,경기도 평택시 고덕면,36,15,서울특별시 영등포구 영등포동4가,경기도 가평군 가평읍,경기도 포천시 신북면,경기도 파주시 파주읍,경기도 안성시 양성면,경기도 안성시 연지동,N,N,0,109173,0.2,21835,061-***-2360
박시우,1956-07-06,032-983-3598,69,경기도 수원시 장안구 송죽동,28,16,경기도 김포시 사우동,경기도 여주시 금사면,경기도 양평군 강상면,서울특별시 강서구 방화동,경기도 포천시 신북면,경기도 광주시 곤지암읍,N,N,0,628448,0.2,125690,032-***-3598
김보람,1947-12-24,033-748-3240,78,경기도 파주시 장단면,31,8,경기도 연천군 왕징면,경기도 양평군 양평읍,경기도 수원시 권선구,경기도 이천시 호법면,서울특별시 종로구 서린동,경기도 화성시 정남면,N,Y,2,17294,0.3,5188,033-***-3240
김우진,1960-09-23,063-920-9871,65,경기도 포천시 화현면,28,12,서울특별시 종로구 재동,경기도 안성시 서운면,경기도 포천시 영북면,경기도 평택시 진위면,경기도 양주시 남면,경기도 여주시 하거동,N,N,0,111329,0.2,22266,063-***-9871
박지우,2001-11-21,011-847-3042,24,경기도 이천시 백사면,38,5,경기도 부천시 소사구 소사본동,경기도 여주시 북내면,서울특별시 성북구 동소문동6가,경기도 양주시 광적면,경기도 고양시 덕양구 도내동,경기도 화성시 마도면,N,N,0,18428,0.3,5528,011-***-3042
이성호,1983-03-21,055-069-0481,42,경기도 안성시 양성면,27,12,서울특별시 종로구 계동,경기도 용인시 처인구 이동읍,경기도 파주시 조리읍,경기도 포천시 창수면,경기도 양주시 백석읍,경기도 평택시 청룡동,N,Y,2,52959,0.3,15888,055-***-0481
문재현,1995-04-15,016-848-0208,30,서울특별시 금천구 가산동,29,13,경기도 평택시 청북읍,경기도 양평군 단월면,경기도 의정부시 용현동,경기도 남양주시 화도읍,경기도 성남시 수정구 복정동,경기도 연천군 장남면,N,N,0,60244,0.3,18073,016-***-0208
곽은영,1945-12-20,031-884-9046,80,경기도 여주시 북내면,32,6,경기도 광주시 도척면,경기도 평택시 현덕면,경기도 용인시 수지구 신봉동,경기도 파주시 법원읍,경기도 안성시 죽산면,경기도 안산시 상록구 장하동,N,N,0,134111,0.2,26822,031-***-9046
김서영,1959-11-01,018-298-1459,66,경기도 광주시 삼동,29,6,경기도 이천시 대월면,경기도 이천시 신둔면,서울특별시 종로구 충신동,경기도 성남시 수정구 시흥동,경기도 이천시 호법면,경기도 가평군 청평면,N,N,0,289149,0.2,57830,018-***-1459
김도윤,1978-07-27,033-216-2229,47,경기도 군포시 둔대동,22,11,경기도 여주시 세종대왕면,서울특별시 종로구 경운동,경기도 광주시 퇴촌면,경기도 김포시 고촌읍,서울특별시 종로구 창신동,경기도 광주시 초월읍,N,N,0,77245,0.2,15449,033-***-2229
최준혁,1940-01-08,042-478-3159,85,경기도 가평군 설악면,35,12,경기도 포천시 창수면,경기도 포천시 관인면,경기도 화성시 봉담읍,경기도 성남시 수정구 상적동,경기도 포천시 관인면,경기도 양평군 단월면,Y,N,0,287356,0.53,152299,042-***-3159
백지민,2006-04-24,052-366-1842,19,경기도 이천시 장호원읍,28,10,경기도 화성시 송산면,경기도 양주시 백석읍,경기도 용인시 기흥구 신갈동,경기도 파주시 금촌동,서울특별시 종로구 훈정동,경기도 연천군 중면,N,N,0,3092,0.3,928,052-***-1842
남하은,1956-02-06,055-772-4611,69,경기도 포천시 창수면,33,7,경기도 양평군 양동면,경기도 안성시 삼죽면,경기도 여주시 가남읍,경기도 파주시 오도동,경기도 파주시 산남동,경기도 화성시 우정읍,N,N,0,10839,0.2,2168,055-***-4611
최옥순,1936-01-04,043-745-8240,89,경기도 여주시 금사면,24,7,서울특별시 강북구 수유동,경기도 포천시 관인면,서울특별시 은평구 녹번동,경기도 연천군 군남면,경기도 안산시 단원구 원곡동,서울특별시 종로구 적선동,N,Y,2,35220,0.3,10566,043-***-8240
김선영,1979-10-24,054-668-0954,46,경기도 화성시 능동,23,11,경기도 평택시 용이동,경기도 김포시 양촌읍,경기도 안성시 서운면,경기도 평택시 팽성읍,경기도 파주시 아동동,경기도 여주시 산북면,N,N,0,112619,0.2,22524,054-***-0954
